standardId,group,heroCode,heroKey,heroName,heroEnglishName,slot,skillId,passiveSkillId,skillName,skillType,icon,maxLevel,levels,levelCodes,hasIndicatorTable,extensionName,hasExtension,coefficientText,description,textSource,sourceFiles,sourceUpdatedAt
014-chiara-ultimate-active-1014510,1014510,14,Chiara,奇娅拉,Chiara,,ChiaraActive4judgment,None,最后的审判,UltimateActive,SkillIcon_1014600,3,1|2|3,1014511|1014512|1014513,true,,false,,无消耗,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-normal-attack-1015000,1015000,15,Sissela,希瑟拉,Sissela,,SisselaNormalAttack,None,시셀라 기본공격,NormalAttack,SkillIcon_9999999,1,1,1015001,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-p-1015100,1015100,15,Sissela,希瑟拉,Sissela,P,None,SisselaPassive,苦痛的记忆,Passive,SkillIcon_1015100,3,1|2|3,1015101|1015102|1015103,true,,false,随着希瑟拉的体力值下降，她的体力恢复量和技能增幅就会增加。 每秒体力恢复量{0} ~ {1} 技能增幅 : {2} ~ {3} 每当威尔逊回到希瑟拉身边时，下一个普通攻击就会给敌人造成{4}(+技能增幅{8})(+实验体级别 * {10})额外技能伤害，{6}秒间移动速度减缓{7}。,无消耗 / 冷却2秒 随着希瑟拉的体力值下降，她的体力恢复量和技能增幅就会增加。 当威尔逊回到希瑟拉身边时，下一个普通攻击就会给敌人造成额外技能伤害，降低敌人的移动速度。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-mount-attack-1015110,1015110,15,Sissela,希瑟拉,Sissela,,SisselaPassiveNormalAttackMount,None,시셀라 평타강화,MountAttack,SkillIcon_1015100,1,1,1015111,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-q-1015200,1015200,15,Sissela,希瑟拉,Sissela,Q,SisselaActive1,None,去吧！威尔逊！,Active,SkillIcon_1015200,5,1|2|3|4|5,1015201|1015202|1015203|1015204|1015205,true,,false,威尔逊飞向指定位置对路径上的敌人造成{1}(+技能增幅{5})的技能伤害，达到指定位置后对范围内的敌人造成{3}(+技能增幅{6})的技能伤害。,体力 40 / 冷却8秒 威尔逊飞向指定位置对路径上的敌人造成技能伤害，并在达到指定位置后对范围内的敌人造成技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-w-1015300,1015300,15,Sissela,希瑟拉,Sissela,W,SisselaActive2,None,小威！保护我！,Active,SkillIcon_1015300,5,1|2|3|4|5,1015301|1015302|1015303|1015304|1015305,true,,false,威尔逊拥抱希瑟拉{0}秒，阻断一切伤害，移动速度增加{5}。 再次使用技能或者持续时间结束时威尔逊将会爆破，给周围的敌人造成{1}(+技能增幅{3})的技能伤害。,体力 50 / 冷却17秒 威尔逊拥抱希瑟拉，会阻断一切伤害，此时移动速度增加。 再次使用技能或者持续时间结束时威尔逊将会爆破，给周围的敌人造成伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-e-1015400,1015400,15,Sissela,希瑟拉,Sissela,E,SisselaActive3,None,一起玩吧！,Active,SkillIcon_1015400,5,1|2|3|4|5,1015401|1015402|1015403|1015404|1015405,true,,false,威尔逊将身体拉长伸向指定的方向，并瞬间将遇到的目标拉动过来。目标为希瑟拉时，生成持续{2}秒的{0}(+技能增幅的{8})护盾，目标为敌人时，造成{3}(+技能增幅{7})技能伤害并使其晕厥{5}秒。 拉动目标为希瑟拉时，冷却减少{6}秒。 在拖动目标时使用技能去吧！威尔逊！将朝该方向移动。,无消耗 / 冷却11秒 威尔逊将身体拉长伸向指定的方向将碰上的敌人瞬间拉过来，如果对象是希瑟拉，会产生一定时间的护盾。如果是敌人，会给对方造成伤害并使其晕厥片刻。 如果拉过来的是希瑟拉，将缩减冷却时间。 在拖动目标时使用技能去吧！威尔逊！将朝该方向移动。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-r-1015500,1015500,15,Sissela,希瑟拉,Sissela,R,SisselaActive4,None,最终解脱,UltimateActive,SkillIcon_1015500,3,1|2|3,1015501|1015502|1015503,true,,false,希瑟拉于1秒内聚精会神，3秒后给希瑟拉半径{5}m内的所有敌人实验体及自身造成{0}(+技能增幅{9})的技能伤害。 希瑟拉每失去1%体力值，会给敌人造成额外伤害{2}。 即使希瑟拉受到伤害，体力也不会低于{8}。 给敌人造成伤害后，被动技能的效果将在{3}秒间增加{4}%。,无消耗 / 冷却90秒 希瑟拉於1秒内聚精会神，3秒后给一定范围内的敌人实验体和自身造成与希瑟拉已失体力成正比的技能伤害。 即使希瑟拉受到伤害，体力也不会低于100。 在给敌人造成伤害后，被动技能的效果将暂时增加。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-passive-1015600,1015600,15,Sissela,希瑟拉,Sissela,,None,SisselaWilsonPassive,삶은 고통이에요,Passive,SkillIcon_1015100,1,1,1015601,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-active-1015700,1015700,15,Sissela,希瑟拉,Sissela,,SisselaWilsonActive1,None,윌슨! 도와줘,Active,SkillIcon_1015200,1,1,1015701,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
015-sissela-active-1015900,1015900,15,Sissela,希瑟拉,Sissela,,SisselaWilsonActive3,None,나랑 놀자,Active,SkillIcon_1015400,1,1,1015901,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-normal-attack-1016000,1016000,16,Silvia,西尔维娅,Silvia,,SilviaHumanNormalAttack,None,실비아 인간형태 평타,NormalAttack,SkillIcon_9999999,1,1,1016001,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-mount-attack-1016010,1016010,16,Silvia,西尔维娅,Silvia,,SilviaHumanNormalAttackMultifyMount,None,실비아 인간형태 강화평타,MountAttack,SkillIcon_9999999,3,1|2|3,1016011|1016012|1016013,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-p-1016100,1016100,16,Silvia,西尔维娅,Silvia,P,None,SilviaPassive,卢米亚越野赛,Passive,SkillIcon_1016100,3,1|2|3,1016101|1016102|1016103,true,,false,每次西尔维娅踏进除研究中心外的新区域时，她的攻击速度增加{0}，燃料上限增加{8}。如果成功探索10个区域，技能增幅将增加{2}，攻击速度增加{6}。 在不骑乘摩托车的情况下，每{1}秒获得{5}燃料。,无消耗 每次西尔维娅踏进除研究中心外的新区域时，她的攻击速度与燃料上限都会得到提升。如果成功探索10个区域，增加攻速与技能增幅。 在不骑乘摩托车的情况下，每隔一段时间获得燃料。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-q-1016200,1016200,16,Silvia,西尔维娅,Silvia,Q,SilviaHumanActive1,SilviaHumanActive1Passive,雷达枪,Active,SkillIcon_1016200,5,1|2|3|4|5,1016201|1016202|1016203|1016204|1016205,true,,false,西尔维娅指定敌人发射雷达枪，给路径上的敌人造成{0}(+技能增幅的{7})的技能伤害，给路径上的队友带来{2}(+技能增幅的{8})的体力恢复。 技能每命中一个目标可以获得{6}燃料。,无消耗 / 冷却6秒 一般 : 西尔维娅指定敌人发射雷达枪，给路径上的敌人造成技能伤害的同时，恢复路径上的队友体力。 根据被技能击中的敌人数量，获得燃料。 摩托车模式: 西尔维娅旋转摩托车，范围内的敌人承受技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-w-1016300,1016300,16,Silvia,西尔维娅,Silvia,W,SilviaHumanActive2,None,终点线,Active,SkillIcon_1016300,5,1|2|3|4|5,1016301|1016302|1016303|1016304|1016305,true,,false,西尔维娅在指定的位置生成终点线，对触及终点线的敌人造成{0}(+技能增幅的{5})的技能伤害，并使其移动速度在{2}秒内降低至{3}。 移动速度减少效果只在第一次触及时适用。 技能每命中一个目标可以获得{6}燃料。,无消耗 / 冷却14秒 一般: 西尔维娅在指定的位置生成终点线，对触及终点线的敌人造成技能伤害，并使其移动速度降低。 移动速度减少效果只在第一次触及时适用。 根据命中的目标数获得燃料。 摩托车模式 : 向西尔维娅面朝的方向跳跃，范围内的敌人承受技能伤害并悬空。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-e-1016400,1016400,16,Silvia,西尔维娅,Silvia,E,SilviaHumanActive3,None,备用轮,Active,SkillIcon_1016400,5,1|2|3|4|5,1016401|1016402|1016403|1016404|1016405,true,,false,西尔维娅往指定的方向滚出备用轮，被击中的敌人根据距离将受到从{0}(+技能增幅的{7})到最大 {2}(+技能增幅的{8})的技能伤害。 如果是在{4}m 内被击中，就会被击退。 击中敌人如果超过{4}m的距离，会获得{5}~{6}的燃料。,无消耗 / 冷却14秒 一般: 西尔维娅往指定的方向滚出备用轮，被击中的敌人根据距离受到技能伤害。 敌人在近处被击中，就会被击退。 根据击中的距离，获得燃料。 摩托车模式: 西尔维娅指定目标敌人，抬起摩托车前轮突进，对击退命中的敌人并造成技能伤害。 根据摩托车当前的移动速度增加伤害量。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-r-1016500,1016500,16,Silvia,西尔维娅,Silvia,R,SilviaHumanActive4,None,极限骑乘,UltimateActive,SkillIcon_1016500,3,1|2|3,1016501|1016502|1016503,true,,false,西尔维娅骑乘摩托车，每{3}秒消耗{2}燃料，基本移动速度提高{0}，防御力增加{4}，并且可以使用摩托车技能。 骑乘摩托车预热期间移动速度会有变化。 {5}秒间移动速度变化量 : {6} 技能在燃料数为{1}以上时，方可使用。 骑乘摩托中无法使用普通攻击和武器技能。,无消耗 / 冷却5秒 一般: 西尔维娅骑乘摩托车，每隔一段时间就会消耗燃料，提高基本移动速度和防御力，并且可以使用摩托车技能。 骑乘摩托车预热期间移动速度会有变化。 技能在燃料数达到一定数量后，方可使用。 骑乘摩托中无法使用普通攻击以及武器技能。 摩托车模式: 在退出摩托车模式时，西尔维娅技能将有所变化。 一定时间内的下一个普攻造成额外技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-active-1016600,1016600,16,Silvia,西尔维娅,Silvia,,SilviaBikeActive1,None,闪电旋转,Active,SkillIcon_1016600,5,1|2|3|4|5,1016601|1016602|1016603|1016604|1016605,true,,false,西尔维娅在摩托车上旋转，对范围内的敌人造成{0}(+技能增幅的{2})的技能伤害。,无消耗 / 冷却3.5秒 西尔维娅在摩托车上旋转，对范围内的敌人造成伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-active-1016700,1016700,16,Silvia,西尔维娅,Silvia,,SilviaBikeActive2,None,腾空飞跃,Active,SkillIcon_1016700,5,1|2|3|4|5,1016701|1016702|1016703|1016704|1016705,true,,false,西尔维娅向面朝的方向跳跃，对范围内的敌人造成{0}(+技能增幅的{2})的技能伤害并将其撞至悬空{3}秒。,无消耗 / 冷却8秒 西尔维娅向面朝的方向跳跃，对范围内的敌人造成伤害并将其撞至悬空。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-active-1016800,1016800,16,Silvia,西尔维娅,Silvia,,SilviaBikeActive3_1,None,孤轮疾驰,Active,SkillIcon_1016800,5,1|2|3|4|5,1016801|1016802|1016803|1016804|1016805,true,,false,西尔维娅抬起摩托车前轮朝指定的敌人冲去，给敌人造成{0}(+技能增幅的{5})技能伤害的同时将敌人击退。 根据摩托车当时的移动速度，追加{3}到{4}的伤害量。,无消耗 / 冷却12秒 西尔维娅抬起摩托车前轮朝指定的敌人冲去，给敌人造成伤害的同时将敌人击退。 根据摩托车当时的移动速度，追加伤害量。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
016-silvia-ultimate-active-1016900,1016900,16,Silvia,西尔维娅,Silvia,,SilviaBikeActive4,None,极限骑乘,UltimateActive,SkillIcon_1016900,3,1|2|3,1016901|1016902|1016903,true,,false,西尔维娅自摩托车上下来，技能恢复正常。 {1}秒内的下一个普通攻击会给敌人带来{0}(+技能增幅的{3})的额外技能伤害。,无消耗 / 冷却0.5秒 西尔维娅自摩托车上下来，技能恢复正常。 {1}秒以内的下一个普通攻击会给敌人带来{0}%的伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
017-adriana-normal-attack-1017000,1017000,17,Adriana,阿德瑞娜,Adriana,,AdrianaNormalAttack,None,아드리아나 기본 공격,NormalAttack,SkillIcon_9999999,1,1,1017001,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
017-adriana-p-1017100,1017100,17,Adriana,阿德瑞娜,Adriana,P,None,AdrianaPassive,纵火狂,Passive,SkillIcon_1017100,3,1|2|3,1017101|1017102|1017103,true,,false,阿德瑞娜造成技能伤害并使敌人处于烧伤状态。处于烧伤状态的敌人{8}秒间承受{20}(+技能增幅的{21})的技能伤害，持续期间防御力减少{9}。处于烧伤的敌人{10}秒间无法再次被火烧伤。,无消耗 阿德瑞娜造成技能伤害并使敌人处于烧伤状态。处于烧伤状态的敌人防御力降低，一定期间内承受技能伤害。烧伤的敌人一段时间内无法被烧伤。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
017-adriana-q-1017200,1017200,17,Adriana,阿德瑞娜,Adriana,Q,AdrianaActive1,None,火焰发射,Active,SkillIcon_1017200,5,1|2|3|4|5,1017201|1017202|1017203|1017204|1017205,true,,false,阿德瑞娜向指定的方向使用火焰喷射器喷射火焰2秒，每{0}秒都会给敌人带来 {2}(+技能增幅{3})的技能伤害。,无消耗 / 冷却0.26秒(蓄能4秒) 阿德瑞娜往指定的方向使用火焰喷射器喷射火焰，给敌人带来技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
017-adriana-w-1017300,1017300,17,Adriana,阿德瑞娜,Adriana,W,AdrianaActive2,None,原油弹,Active,SkillIcon_1017300,5,1|2|3|4|5,1017301|1017302|1017303|1017304|1017305,true,,false,阿德瑞娜往指定的方向喷洒原油，原油可在地面维持{0}秒。用技能可以点燃原油，或者当处于烧伤状态的敌人走入原油喷洒区域时，将形成能够持续{1}秒的火焰地带。 处于原油喷洒区域的敌人移动速度减少{2}。,无消耗 / 冷却0.3秒(蓄能13秒) 阿德瑞娜向指定的方向喷洒原油，原油可在地面维持一段时间。阿德瑞娜可以使用技能点燃原油，或者当处于烧伤状态的敌人走入原油喷洒区域时，将形成能够持续一段时间的火焰地带。处于原油喷洒区域的敌人移动速度减少。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
017-adriana-e-1017400,1017400,17,Adriana,阿德瑞娜,Adriana,E,AdrianaActive3,AdrianaActive3Passive,Fire Walker,Active,SkillIcon_1017400,5,1|2|3|4|5,1017401|1017402|1017403|1017404|1017405,true,,false,被动效果 : 阿德瑞娜使用技能形成火焰地带。 火焰地带每{1}秒会给范围内的敌人造成{3}(+技能增幅{4})的技能伤害并降低敌人{2}的移动速度。 阿德瑞娜向指定的方向突进，路径中留下可维持{0}秒的火纹。,无消耗 / 冷却0.23秒(蓄能19秒) 被动效果 : 阿德瑞娜使用技能形成火焰地带。火焰地带会给范围内的敌人造成技能伤害，并减少其移动速度。 阿德瑞娜向指定的方向突进，路径中留下的火纹可维持一段时间。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
017-adriana-r-1017500,1017500,17,Adriana,阿德瑞娜,Adriana,R,AdrianaActive4,None,莫洛托夫燃烧瓶,UltimateActive,SkillIcon_1017500,3,1|2|3,1017501|1017502|1017503,true,,false,阿德瑞娜往指定的位置投放燃烧瓶，燃烧瓶落地瞬间即爆炸，可造成{0}(+技能增幅的{5})的技能伤害。燃烧瓶爆破的位置可生成维持{4}秒的火焰地带。 燃烧瓶最多可以恢复{3}瓶。,无消耗 / 冷却1秒(蓄能24秒) 阿德瑞娜往指定的位置投放燃烧瓶，燃烧瓶落地瞬间即爆炸，可给敌人造成技能伤害。燃烧瓶爆破的位置将生成火焰地带。 燃烧瓶数量于一定时间内会恢复，最多可恢复3瓶。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
018-shoichi-normal-attack-1018000,1018000,18,Shoichi,彰一,Shoichi,,ShoichiNormalAttack,None,쇼이치 기본공격,NormalAttack,SkillIcon_9999999,1,1,1018001,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
018-shoichi-p-1018100,1018100,18,Shoichi,彰一,Shoichi,P,None,ShoichiPassive,骗局,Passive,SkillIcon_1018100,3,1|2|3,1018101|1018102|1018103,true,,false,彰一使用技能击中敌人{5}秒间获得骗局叠层。(叠层上限 : {1}叠层) 叠层上限时，下次普攻造成{2}(+技能增幅的{8})(+ 目标体力上限的{9})的额外技能伤害，并在敌人后方生成短剑。 彰一再次拾起短剑，{0}m内有敌人时，投掷短剑造成{3}(+技能增幅的{7})的技能伤害。短剑将优先投掷向距离内拥有协商标识的目标。,无消耗 彰一使用技能击中敌人就会获得骗局叠层。 达到叠层上限时，下个普攻造成额外技能伤害。并在敌人后方生成短剑。 彰一再次拾起短剑，如果周围有敌人将投掷短剑造成技能伤害。优先向距离内拥有协商标识的目标投掷短剑,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
018-shoichi-q-1018200,1018200,18,Shoichi,彰一,Shoichi,Q,ShoichiActive1_1,None,双面人,Active,SkillIcon_1018200,5,1|2|3|4|5,1018201|1018202|1018203|1018204|1018205,true,,false,彰一向指定方向进行戳刺攻击，给敌人造成{0}(+技能增幅的{4})的技能伤害。 如果戳刺成功，双面人的冷却时间减少{2}秒，并会触发笑里藏刀技能，可扩大攻击范围，并在彰一正前方设置短剑。 {3}秒后笑里藏刀技能将会消失。,无消耗 / 冷却8秒 彰一进行戳刺攻击，给敌人造成技能伤害。 如果戳刺成功，减少双面人的冷却时间，并触发笑里藏刀技能，可扩大攻击范围，并在彰一正前方设置短剑。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
018-shoichi-active-1018210,1018210,18,Shoichi,彰一,Shoichi,,ShoichiActive1_2,None,笑里藏刀,Active,SkillIcon_1018210,5,1|2|3|4|5,1018211|1018212|1018213|1018214|1018215,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
018-shoichi-w-1018300,1018300,18,Shoichi,彰一,Shoichi,W,ShoichiActive2,None,提案,Active,SkillIcon_1018300,5,1|2|3|4|5,1018301|1018302|1018303|1018304|1018305,true,,false,彰一快速冲向敌人或至短剑投放位置，对路径中的敌人造成 {0}(+技能增幅的{2})技能伤害。短剑回收后，重置提案的冷却时间。,无消耗 / 冷却16秒 彰一快速冲向敌人或至短剑投放位置，对路径上的敌人造成技能伤害。 短剑回收后，重置提案的冷却时间。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
018-shoichi-e-1018400,1018400,18,Shoichi,彰一,Shoichi,E,ShoichiActive3,None,协商,Active,SkillIcon_1018400,5,1|2|3|4|5,1018401|1018402|1018403|1018404|1018405,true,,false,彰一后退并向前方投掷短剑，命中的敌人承受{0}(+技能增幅的{4})的技能伤害，{2}秒间移动速度减少{3}。被命中的敌人赋予协商标识，持续{5}秒并在敌人后方生成短剑。敌人因投掷的短剑承受伤害增加{7}，每当短剑命中标识的对象时，冷却减少{6}秒。 标识的对象死亡时，冷却减少{8}。,无消耗 / 冷却13秒 彰一后退并向前方投掷短剑，命中的敌人承受技能伤害，移动速度减少。被命中的敌人赋予协商标识，被标识的对象因短剑承受的伤害增加，每次短剑命中时，都会减少冷却时间。并在敌人后方生成短剑。标识的对象死亡时，大幅减少冷却。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
018-shoichi-r-1018500,1018500,18,Shoichi,彰一,Shoichi,R,ShoichiActive4,None,无情杀戮,UltimateActive,SkillIcon_1018500,3,1|2|3,1018501|1018502|1018503,true,,false,彰一挥动内藏玄机的公文包对四方的敌人造成{0}(+技能增幅的{6})的技能伤害，{2}间降低移动速度 {5}。 挥动公文包时同时向四周投掷4把短剑，短剑在飞行中穿透敌人，给敌人造成{3}(+技能增幅的{7})的技能伤害。,无消耗 / 冷却80秒 彰一挥动内藏玄机的公文包对周围的敌人造成技能伤害，并降低敌人移动速度。 挥动公文包时同时向四周投掷4把短剑，短剑在飞行中穿透敌人，给敌人造成技能伤害。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
019-emma-normal-attack-1019000,1019000,19,Emma,艾玛,Emma,,EmmaNormalAttack,None,엠마 기본공격,NormalAttack,SkillIcon_9999999,1,1,1019001,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
019-emma-p-1019100,1019100,19,Emma,艾玛,Emma,P,None,EmmaPassive,CheerUP♥,Passive,SkillIcon_1019100,3,1|2|3,1019101|1019102|1019103,true,,false,艾玛每{0}秒发动普攻时攻击速度增加{5}，并给敌人带来{12}(+技能增幅{11})的额外技能伤害，获得{2}(+技能增幅{10})的魔术护盾。,无消耗 / 冷却12秒 当艾玛每隔一段时间进行普攻时，将强化普攻，命中时可以造成额外技能伤害并获得护盾。 使用强化普攻时，攻击速度将变快。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
019-emma-mount-attack-1019110,1019110,19,Emma,艾玛,Emma,,EmmaPassiveAttack,None,엠마 강화 공격,MountAttack,SkillIcon_1019100,1,1,1019111,false,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json,2026-05-21T12:00:17+09:00
019-emma-q-1019200,1019200,19,Emma,艾玛,Emma,Q,EmmaActive1Summon,None,鸽子魔术秀,Active,SkillIcon_1019200,5,1|2|3|4|5,1019201|1019202|1019203|1019204|1019205,true,,false,艾玛朝指定方向飞纸牌，对敌人造成{0}(+技能增幅{9})的技能伤害，并在自身所在位置释放鸽子{3}秒。 当艾玛飞纸牌时，如果附近有鸽子，鸽子会变成纸牌飞出造成同等伤害。 如有敌人被艾玛的纸牌击中，鸽子魔术秀的冷却时间将减少{4}。 如果艾玛和鸽子纸牌都击中了同一个目标，{5}秒间移动速度减少{6}。,无消耗 / 冷却5秒 艾玛朝指定方向飞纸牌，对敌人造成技能伤害，并在原地释放鸽子。 当艾玛飞纸牌时，如果附近有鸽子，鸽子会变成纸牌飞出，可造成同等伤害。 如有敌人被艾玛的纸牌击中，鸽子魔术秀的冷却时间将减少。 如果艾玛和鸽子纸牌都击中了同一个目标，该目标移动速度降低。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
019-emma-w-1019300,1019300,19,Emma,艾玛,Emma,W,EmmaActive2,None,不思议帽子,Active,SkillIcon_1019300,5,1|2|3|4|5,1019301|1019302|1019303|1019304|1019305,true,,false,艾玛将魔术帽子扔到指定的位置，帽子会在{4}秒后闪爆，给范围内的敌人造成 {0}(+技能增幅的{5})的技能伤害。 帽子留在原地{2}秒。 如果击中敌人，不思议帽子的冷却将减少{3}。,无消耗 / 冷却10秒 艾玛将帽子扔到指定的位置，片刻后帽子将会闪爆，给范围内的敌人造成技能伤害。如果击中敌人，不思议帽子的冷却将减少。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
019-emma-e-1019400,1019400,19,Emma,艾玛,Emma,E,EmmaActive3,None,百变魔兔,Active,SkillIcon_1019400,5,1|2|3|4|5,1019401|1019402|1019403|1019404|1019405,true,,false,艾玛向指定的敌人施放魔术，使目标敌人在{0}秒间变身为萌萌的兔子，变身为兔子的敌人此时只能移动，不能做任何其他动作，并承受{4}(+技能增幅{5})的技能伤害。 变身成兔子的敌人移动速度降低{2} 。,无消耗 / 冷却14秒 艾玛向指定的敌人施放魔术，使目标敌人变身为兔子，变身为兔子的敌人此时只能移动，不能做任何其他动作并承受技能伤害。 变身兔子的敌人移动速度降低。 无法对濒死状态中的敌人使用此技能。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
019-emma-r-1019500,1019500,19,Emma,艾玛,Emma,R,EmmaActive4,None,Change★,UltimateActive,SkillIcon_1019500,3,1|2|3,1019501|1019502|1019503,true,,false,艾玛可选择将自己传送到她的鸽子，帽子或兔子的位置并根据敌人施展额外的魔术。 鸽子 : 鸽子传送到艾玛所处位置，对路径上的敌人造成{0}(+技能增幅{10})技能伤害，并将其束缚 {4}秒。 帽子 : 帽子传送到艾玛所处位置，给范围内的敌人带来{2}(+技能增幅{11})的技能伤害，并将其拉到帽子的中心。 兔子 : 给兔子周围的敌人施展魔术，在{5}秒间将所有敌人变身为兔子，造成{13}(+技能增幅{12})的技能伤害。 变身兔子的敌人移动速度降低{7}，同时艾玛的CheerUP♥技能冷却时间将被重置。,无消耗 / 冷却13秒 艾玛可选择将自己传送到她的鸽子、帽子或兔子的位置并根据目标施展额外的魔术。 鸽子 : 鸽子传送到艾玛所处位置，对路径上的敌人造成技能伤害，并将其束缚。 帽子 : 帽子传送到艾玛所处位置，给范围内的敌人带来技能伤害，并将其拉到帽子的中心。 兔子 : 给兔子周围的敌人施展魔术，将敌人变身为兔子并造成技能伤害。 变身兔子的敌人移动速度降低。同时重置艾玛CheerUP♥技能冷却时间。,dak.gg api zh-CN,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
020-lenox-normal-attack-1020000,1020000,20,Lenox,伦诺克斯,Lenox,,LenoxNormalAttack,None,레녹스 기본공격,NormalAttack,SkillIcon_9999999,1,1,1020001,true,,false,,,er-gamedata zh-CN fallback,SkillGroup.json|Skill.json|Skill_Indicator.json,2026-05-21T12:00:17+09:00
