generatedAt,standardId,heroCode,heroKey,heroEnglishName,heroName,slot,rawChangeText,currentValueText,sourceType,sourceUrl,sourceTitle,sourceDate,language,confidence,notes
2026-05-21T23:47:19.390Z,echion.unknown.official_patch_3242.change_1,44,Echion,Echion,厄喀翁,,Damage Dealt 96% → 98%,98%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,camilo.unknown.official_patch_3242.change_1,39,Camilo,Camilo,卡米洛,,Damage Dealt 98% → 97%,97%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jenny.unknown.official_patch_3242.change_1,38,Jenny,Jenny,珍妮,,Basic Attack Power 32 → 35,35,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,daniel.unknown.official_patch_3242.change_1,37,Daniel,Daniel,丹尼尔,,Damage Dealt 96% → 97%,97%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eva.e.official_patch_3242.change_1,36,Eva,Eva,伊娃,E,Amethyst Flow(E) VF Light Damage 30/35/40/45/50(+Skill Amplification 20%) → 20/25/30/35/40 (+Skill Amplification 20%),20/25/30/35/40 (+Skill Amplification 20%),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jan.unknown.official_patch_3242.change_1,35,Jan,Jan,扬,,Damage Taken 101% → 103%,103%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jan.unknown.official_patch_3242.change_2,35,Jan,Jan,扬,,Damage Dealt 98% → 97%,97%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jan.unknown.official_patch_3242.change_3,35,Jan,Jan,扬,,Damage Dealt 100% → 99%,99%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,eleven.unknown.official_patch_3242.change_1,30,Eleven,Eleven,Eleven,,Damage Taken 104% → 102%,102%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,sua.p.official_patch_3242.change_1,28,Sua,Sua,秀雅,P,Bookworm(P) HP Recovery Damage Dealt’s 55% → 60%,60%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,sua.unknown.official_patch_3242.change_2,28,Sua,Sua,秀雅,,Damage Taken 102% → 104%,104%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,sua.unknown.official_patch_3242.change_3,28,Sua,Sua,秀雅,,Damage Taken 101% → 103%,103%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,alex.unknown.official_patch_3242.change_1,27,Alex,Alex,亚历克斯,,Damage 40/75/110/145/180(+Attack Power 80%) → 40/ 80/120/160/200 (+Attack Power 80%),40/ 80/120/160/200 (+Attack Power 80%),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,alex.r.official_patch_3242.change_2,27,Alex,Alex,亚历克斯,R,Recognition Signal(Ranged W) Damage 45/75/105/135/165(+Attack Power 75%) → 45/75/105/135/165 (+Attack Power 80%),45/75/105/135/165 (+Attack Power 80%),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,cathy.unknown.official_patch_3242.change_1,23,Cathy,Cathy,凯希,,Damage Dealt 98% → 100%,100%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,lenox.q.official_patch_3242.change_1,20,Lenox,Lenox,伦诺克斯,Q,Recoil(Q) Edge Additional Damage Max HP’s 3/5/7/9/11% → 4/6/8/10/12%,4/6/8/10/12%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,emma.unknown.official_patch_3242.change_1,19,Emma,Emma,艾玛,,Damage Taken 92% → 90%,90%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,shoichi.unknown.official_patch_3242.change_1,18,Shoichi,Shoichi,彰一,,Damage Taken 100% → 102%,102%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,adriana.e.official_patch_3242.change_1,17,Adriana,Adriana,阿德瑞娜,E,Fire Escape(E) Fire Area Damage 28/36/44/52/60(+Skill Amplification 15%) → 26/32/38/44/50 (+Skill Amplification 15%),26/32/38/44/50 (+Skill Amplification 15%),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,sissela.p.official_patch_3242.change_1,15,Sissela,Sissela,希瑟拉,P,Agony(P) Skill Amplification Increase 4/7/10 ~ 20/31/42 → 4/7/10 ~ 28/39/50,4/7/10 ~ 28/39/50,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,isol.unknown.official_patch_3242.change_1,9,Isol,Isol,埃索,,Basic Attack Power 41 → 37,37,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,hart.unknown.official_patch_3242.change_1,8,Hart,Hart,哈特,,Attack Power per Level 4.1 → 4.3,4.3,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,hyunwoo.unknown.official_patch_3242.change_1,7,Hyunwoo,Hyunwoo,玄佑,,Damage Dealt 99% → 97%,97%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,nadine.r.official_patch_3242.change_1,6,Nadine,Nadine,娜町,R,Wolf Assault(R) Damage 100/150/200(+Extra Attack Power 90%)(+Skill Amplification 80%)(+Wild Stacks Damage) → 100/150/200 (+Extra Attack Power 75%) (+Skill Amplification 80%)(+Wild Stacks Damage),100/150/200 (+Extra Attack Power 75%) (+Skill Amplification 80%)(+Wild Stacks Damage),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,magnus.r.official_patch_3242.change_1,4,Magnus,Magnus,马格努斯,R,Bike From Hell(R) Damage 100/250/400(+Extra Attack Power 150%)(+Skill Amplification 90%)(+ 25% of Target's HP) → 100/250/400(+Extra Attack Power 150%)(+Skill Amplification 90%) (+30% of Target's HP),100/250/400(+Extra Attack Power 150%)(+Skill Amplification 90%) (+30% of Target's HP),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,magnus.unknown.official_patch_3242.change_2,4,Magnus,Magnus,马格努斯,,Damage Dealt 97% → 95%,95%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,fiora.unknown.official_patch_3242.change_1,3,Fiora,Fiora,菲欧娜,,Damage Taken 90% → 88%,88%,official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,aya.w.official_patch_3242.change_1,2,Aya,Aya,阿雅,W,Steady Shot(W) Damage 30/40/50/60/70(+Attack Power 50%)(+Skill Amplification 30/35/40/45/50%) → 20/30/40/50/60 (+Attack Power 50%)(+Skill Amplification 30/35/40/45/50%),20/30/40/50/60 (+Attack Power 50%)(+Skill Amplification 30/35/40/45/50%),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jackie.q.official_patch_3242.change_1,1,Jackie,Jackie,杰琪,Q,Hack & Slash(Q) Damage 20/40/60/80/100(+Attack Power 55%)(+5% of Target's HP) → 30/50/70/90/110 (+Attack Power 55%)(+5% of Target's HP),30/50/70/90/110 (+Attack Power 55%)(+5% of Target's HP),official_patch_note,https://playeternalreturn.com/posts/news/3242?hl=en-US,"PATCH NOTES 9.6 - DECEMBER 23RD, 2025",2025-12-22T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,mirka.unknown.official_patch_3229.change_1,85,Mirka,Mirka,米尔卡,,Aftershock Damage 20/30/40/50/60(+Target's Max HP 6%) → 10/20/30/40/50(+Target's Max HP 4%),10/20/30/40/50(+Target's Max HP 4%),official_patch_note,https://playeternalreturn.com/posts/news/3229?hl=en-US,9.5c Hotfix,2025-12-16T05:28:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,mirka.e.official_patch_3229.change_2,85,Mirka,Mirka,米尔卡,E,Power Strike (E2) Damage 70/95/120/145/170(+Skill Amp 55%)(+Max HP 8%) → 70/95/120/145/170(+Skill Amp 55%) (+Max HP 7%),70/95/120/145/170(+Skill Amp 55%) (+Max HP 7%),official_patch_note,https://playeternalreturn.com/posts/news/3229?hl=en-US,9.5c Hotfix,2025-12-16T05:28:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,blair.p.official_patch_3209.change_1,84,Blair,Blair,布莱尔,P,Blade Shift(P) Dual Swords Basic Attack Enhanced Damage 10/20/30(Extra Attack Power 20/25/30%) → 5/15/25(Extra Attack Power 15/20/25%),5/15/25(Extra Attack Power 15/20/25%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,blair.e.official_patch_3209.change_2,84,Blair,Blair,布莱尔,E,Dual Swords Basic Attack Enhanced Damage 10/20/30(Extra Attack Power 20/25/30%) → 5/15/25(Extra Attack Power 15/20/25%) Double Bladed Sword Basic Attack Enhanced Damage 20/40/60(Extra Attack Power 40/50/60%) → 10/30/50(Extra Attack Power 30/40/50%),5/15/25(Extra Attack Power 15/20/25%) Double Bladed Sword Basic Attack Enhanced Damage 20/40/60(Extra Attack Power 40/50/60%) → 10/30/50(Extra Attack Power 30/40/50%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,blair.unknown.official_patch_3209.change_3,84,Blair,Blair,布莱尔,,Damage Dealt 100% → 95%,95%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,xuelin.unknown.official_patch_3209.change_1,82,Xuelin,Xuelin,雪琳,,Damage Taken 90% → 92%,92%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,justyna.unknown.official_patch_3209.change_1,79,Justyna,Justyna,尤斯蒂娜,,Damage Taken 95% → 94%,94%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,hisui.w.official_patch_3209.change_1,78,Hisui,Hisui,翡翠,W,Flash Cut (W2) Additional Damage 50/80/110/140/170(+Extra Attack Power 130%) → 50/80/110/140/170 (+Extra Attack Power 140%),50/80/110/140/170 (+Extra Attack Power 140%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,yumin.q.official_patch_3209.change_1,77,YuMin,Yumin,俞岷,Q,Mystic Gale(Q) Damage 40/55/70/85/100(+Skill Amplification 40%) → 50/65/80/95/110 (+Skill Amplification 40%),50/65/80/95/110 (+Skill Amplification 40%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,yumin.unknown.official_patch_3209.change_2,77,YuMin,Yumin,俞岷,,Wind Zone Damage 40/60/80/100/120(+Skill Amplification 40%) → 50/70/90/110/130 (+Skill Amplification 40%),50/70/90/110/130 (+Skill Amplification 40%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,katja.r.official_patch_3209.change_1,72,Katja,Katja,卡缇娅,R,In a Blitz(R) 1st Hit Damage 250/400/550(+Attack Power 140%) → 300/450/600(+Attack Power 150%),300/450/600(+Attack Power 150%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,katja.unknown.official_patch_3209.change_2,72,Katja,Katja,卡缇娅,,2nd Hit Damage 300/450/600(+Attack Power 160%) → 350/500/650(+Attack Power 180%),350/500/650(+Attack Power 180%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,kenneth.p.official_patch_3209.change_1,71,Kenneth,Kenneth,肯尼思,P,Suppressed Rage(P) Additional Damage 1(+Attack Power 0.5/0.75/1%)% → 1.5 (+Attack Power 0.5/0.75/1%)%,1.5 (+Attack Power 0.5/0.75/1%)%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,tsubame.unknown.official_patch_3209.change_1,70,Tsubame,Tsubame,燕翼,,Basic Attack Power 30 → 32,32,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,leni.q.official_patch_3209.change_1,69,Leni,Leni,雷妮,Q,Carrot Bazooka!(Q) Recovery 20/30/40/50/60(+Leni Level*4)(+Skill Amplification 25%) → 20/30/40/50/60 (+Leni Level*3) (+Skill Amplification 25%),20/30/40/50/60 (+Leni Level*3) (+Skill Amplification 25%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,alonso.unknown.official_patch_3209.change_1,68,Alonso,Alonso,阿隆索,,Damage Dealt 93% → 92%,92%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,abigail.r.official_patch_3209.change_1,67,Abigail,Abigail,艾比盖尔,R,Dimensional Strike(R) Damage 150/275/400(+Skill Amplification 80%) → 150/275/400( +Skill Amplification 85% ),150/275/400( +Skill Amplification 85% ),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,debimarlene.unknown.official_patch_3209.change_1,65,DebiMarlene,Debi & Marlene,黛比&玛莲,,Damage Dealt 96% → 94%,94%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,debimarlene.unknown.official_patch_3209.change_2,65,DebiMarlene,Debi & Marlene,黛比&玛莲,,Damage Taken 93% → 94%,94%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,haze.q.official_patch_3209.change_1,58,Haze,Haze,海因茨,Q,40mm Grenade(Q) Damage 80/115/150/185/220(+Skill Amplification 90%) → 80/115/150/185/220 (+Skill Amplification 85%),80/115/150/185/220 (+Skill Amplification 85%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,haze.unknown.official_patch_3209.change_2,58,Haze,Haze,海因茨,,Damage Dealt 86% → 88%,88%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,adina.unknown.official_patch_3209.change_1,52,Adina,Adina,阿迪娜,,Consecutive Damage Target's Max HP 8% → 10%,10%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,priya.unknown.official_patch_3209.change_1,51,Priya,Priya,普里亚,,Damage Dealt 94% → 96%,96%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,echion.unknown.official_patch_3209.change_1,44,Echion,Echion,厄喀翁,,Damage Taken 94% → 92%,92%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,chloe.w.official_patch_3209.change_1,40,Chloe,Chloe,克洛伊,W,Puppet Theatre(W) Throw Damage 20/40/60/80/100(+Attack Power 80%) → 40/60/80/100/120 (+Attack Power 80%),40/60/80/100/120 (+Attack Power 80%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,camilo.p.official_patch_3209.change_1,39,Camilo,Camilo,卡米洛,P,Olé!(P) Shield 50/100/150(+Attack Power 70%) → 50/100/150 (+Attack Power 80%),50/100/150 (+Attack Power 80%),official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,daniel.unknown.official_patch_3209.change_1,37,Daniel,Daniel,丹尼尔,,Damage Taken 90% → 88%,88%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
2026-05-21T23:47:19.390Z,jan.unknown.official_patch_3209.change_1,35,Jan,Jan,扬,,Damage Taken 90% → 88%,88%,official_patch_note,https://playeternalreturn.com/posts/news/3209?hl=en-US,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",2025-12-10T08:00:00.000000Z,en,high_for_patch_delta,Official patch note change. Treat currentValueText as an override newer than older wiki snapshots when this sourceDate is later.
