generatedAt,heroCode,heroKey,heroEnglishName,heroName,slot,skillGroup,skillId,wikiSkillName,wikiDamageParts,wikiScalingText,wikiDescriptionDamageText,wikiSourceUrl,wikiSourceDate,candidateOfficialPatchCount,latestOfficialPatchDate,latestOfficialPatchTitle,latestOfficialPatchUrl,latestOfficialCurrentValueText,officialPatchCandidates,recommendedUse
2026-05-21T23:49:54.024Z,35,Jan,Jan,扬,Q,1035210,JanActive1_2,Knee Strike,Damage: 100 | Damage: 120 | Damage: 140 | Damage: 160 | Damage: 180 | Enhancement Damage: 65 | Enhancement Damage: 90 | Enhancement Damage: 115 | Enhancement Damage: 140 | Enhancement Damage: 165,(+50% Skill Amp) | (+80% Skill Amp) | (+65% Extra Attack Power) | (+Enemy's Max HP 6%) | (+90% Extra Attack Power),"Knee Strike : Jan attacks with his knee, dealing 10(+65% Extra Attack Power)(+50% Skill Amp)(+Enemy's Max HP 6%) skill damage to enemies in range and slowing them by 50% for 1 seconds |  Leaping Knee : Jan attacks with his knee, dealing 65(+90% Extra Attack Power)(+80% Skill Amp)(+Enemy's Max HP 6%) skill damage and knocking them airborne for 0",https://eternalreturn.fandom.com/wiki/Jan,2025-07-16T15:17:03Z,3,2026-03-18T08:00:00.000000Z,"PATCH NOTES 10.5 - March 19TH, 2026",https://playeternalreturn.com/posts/news/3444?hl=en-US,65/90/115/140/165(+Extra Attack Power 90%) (+Skill Amplification 70%) (+Target's Max HP 6%),[2026-03-18T08:00:00.000000Z] Knee Strike(Q) Leaping Knee(Q2) Damage 65/90/115/140/165(+Extra Attack Power 90%)(+Skill Amplification 60%)(+Target's Max HP 6%) → 65/90/115/140/165(+Extra Attack Power 90%) (+Skill Amplification 70%) (+Target's Max HP 6%) <https://playeternalreturn.com/posts/news/3444?hl=en-US> || [2025-11-26T08:00:00.000000Z] Leaping Knee(Q2) Damage 65/90/115/140/165(+Extra Attack Power 90%)(+Skill Amplification 70%)(+Target's Max HP 6%) → 65/90/115/140/165(+Extra Attack Power 90%) (+Skill Amplification 60%) (+Target's Max HP 6%) <https://playeternalreturn.com/posts/news/3182?hl=en-US> || [2025-09-03T08:00:00.000000Z] Knee Strike(Q) Leaping Knee(Q2) Damage 65/90/115/140/165(+Extra Attack Power 90%)(+Skill Amplification 80%)(+Target's Max HP 6%) → 65/90/115/140/165(+Extra Attack Power 90%) (+Skill Amplification 70%) (+Target's Max HP 6%) <https://playeternalreturn.com/posts/news/3000?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,35,Jan,Jan,扬,R,1035500,JanActive4,The Tetragon,Damage: 100 | Damage: 200 | Damage: 300,(+40% Skill Amp) | (+80% Additional Attack Power), Enemies that touch the ropes are slowed by 40% for 1 seconds and take 100(+80% Additional Attack Power)(+40% Skill Amp)skill damage,https://eternalreturn.fandom.com/wiki/Jan,2025-07-16T15:17:03Z,1,2026-05-13T08:00:00.000000Z,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",https://playeternalreturn.com/posts/news/3572?hl=en-US,100/200/300(+Extra Attack Power 80%) (+Skill Amplification 45%),[2026-05-13T08:00:00.000000Z] The Tetragon(R) Damage 100/200/300(+Extra Attack Power 80%)(+Skill Amplification 40%) → 100/200/300(+Extra Attack Power 80%) (+Skill Amplification 45%) <https://playeternalreturn.com/posts/news/3572?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,35,Jan,Jan,扬,W,1035300,JanActive2,Tomahawk Roundhouse,Damage: 60 | Damage: 90 | Damage: 120 | Damage: 150 | Damage: 180 | Enhanced damage: 100 | Enhanced damage: 135 | Enhanced damage: 170 | Enhanced damage: 205 | Enhanced damage: 240,(+85% Skill Amp) | (+100% Skill Amp) | (+60% Extra Attack Power) | (+85% Extra Attack Power),"Jan sweeps the area in front of him with a kick, dealing 60(+60% Extra Attack Power)(+85% Skill Amp) skill damage to enemies in range |  Enhanced: Deals 100(+85% Extra Attack Power)(+100% Skill Amp) skill damage and knocks back all enemies in range",https://eternalreturn.fandom.com/wiki/Jan,2025-07-16T15:17:03Z,1,2025-08-06T08:00:00.000000Z,"PATCH NOTES 8.3 - AUGUST 7TH, 2025",https://playeternalreturn.com/posts/news/2916?hl=en-US,50/80/110/140/170(+Extra Attack Power 65% )(+Skill Amplification 85%),[2025-08-06T08:00:00.000000Z] Tomahawk Roundhouse(W) Damage 60/90/120/150/180(+Extra Attack Power 60%)(+Skill Amplification 85%) → 50/80/110/140/170(+Extra Attack Power 65% )(+Skill Amplification 85%) <https://playeternalreturn.com/posts/news/2916?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,36,Eva,Eva,伊娃,E,1036400,EvaActive3_1,Amethyst Flow,Damage: 30 | Damage: 35 | Damage: 40 | Damage: 45 | Damage: 50,(+20% Skill Amp)," If Eva deals skill damage on a target during the duration, VF Light fires for 4 seconds, dealing a total of 30(+20% Skill Amp) skill damage |  VF Light is not triggered on targets damaged with basic damage from VF Eruption, but on targets damaged by stack damage",https://eternalreturn.fandom.com/wiki/Eva,2026-02-05T18:29:10Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,36,Eva,Eva,伊娃,P,1036100,None,Telekinesis,Damage: 30 | Damage: 60 | Damage: 90,(+45% Skill Amp)," Every 5 seconds, the range of Eva's next basic attack increases by 1, and she deals 30(+45% Skill Amp) skill damage",https://eternalreturn.fandom.com/wiki/Eva,2026-02-05T18:29:10Z,1,2026-05-13T08:00:00.000000Z,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",https://playeternalreturn.com/posts/news/3572?hl=en-US,40/60/80 (+Skill Amplification 25%),[2026-05-13T08:00:00.000000Z] Eye of Azrael(P) Damage 30/50/70(+Skill Amplification 25%) → 40/60/80 (+Skill Amplification 25%) <https://playeternalreturn.com/posts/news/3572?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,36,Eva,Eva,伊娃,Q,1036200,EvaActive1_1,Light Triad,Orb Damage: 40 | Orb Damage: 60 | Orb Damage: 80 | Orb Damage: 100 | Orb Damage: 120 | Explosion Damage: 45 | Explosion Damage: 80 | Explosion Damage: 115 | Explosion Damage: 150 | Explosion Damage: 185,(+40% Skill Amp),"Eva casts an orb of light in the targeted direction, dealing 40(+40% Skill Amp) skill damage to enemies it hits |  When the orb reaches maximum range or the skill is reactivated, it explodes, dealing 45(+40% Skill Amp) skill damage",https://eternalreturn.fandom.com/wiki/Eva,2026-02-05T18:29:10Z,1,2026-05-13T08:00:00.000000Z,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",https://playeternalreturn.com/posts/news/3572?hl=en-US,40/70/100/130/160 (+Skill Amplification 40%),[2026-05-13T08:00:00.000000Z] Light Triad(Q) Explosion Damage 45/80/115/150/185(+Skill Amplification 40%) → 40/70/100/130/160 (+Skill Amplification 40%) <https://playeternalreturn.com/posts/news/3572?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,36,Eva,Eva,伊娃,Q,1036210,EvaActive1_2,Light Triad,Orb Damage: 40 | Orb Damage: 60 | Orb Damage: 80 | Orb Damage: 100 | Orb Damage: 120 | Explosion Damage: 45 | Explosion Damage: 80 | Explosion Damage: 115 | Explosion Damage: 150 | Explosion Damage: 185,(+40% Skill Amp),"Eva casts an orb of light in the targeted direction, dealing 40(+40% Skill Amp) skill damage to enemies it hits |  When the orb reaches maximum range or the skill is reactivated, it explodes, dealing 45(+40% Skill Amp) skill damage",https://eternalreturn.fandom.com/wiki/Eva,2026-02-05T18:29:10Z,1,2026-05-13T08:00:00.000000Z,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",https://playeternalreturn.com/posts/news/3572?hl=en-US,40/70/100/130/160 (+Skill Amplification 40%),[2026-05-13T08:00:00.000000Z] Light Triad(Q) Explosion Damage 45/80/115/150/185(+Skill Amplification 40%) → 40/70/100/130/160 (+Skill Amplification 40%) <https://playeternalreturn.com/posts/news/3572?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,36,Eva,Eva,伊娃,R,1036500,EvaActive4,VF Eruption,Damage: 5 | Damage: 10 | Damage: 15 | Extra Damage: 30 | Extra Damage: 50 | Extra Damage: 70,(+5% Skill Amp) | (+30% Skill Amp),"Eva releases her stored VF, dealing 5(+5% Skill Amp) skill damage and applying a stack of VF Dissonance every 0 |  Upon reaching 5 stacks, Eva consumes the stacks, dealing 30(+30% Skill Amp) skill damage",https://eternalreturn.fandom.com/wiki/Eva,2026-02-05T18:29:10Z,1,2026-02-13T13:00:00.000000Z,"PATCH NOTES 10.3 - February 19TH, 2026",https://playeternalreturn.com/posts/news/3374?hl=en-US,Damage 8/12/16 (+Skill Amplification 5%),[2026-02-13T13:00:00.000000Z] VF Eruption(R) Damage 5/10/15(+Skill Amplification 5%) → Damage 8/12/16 (+Skill Amplification 5%) <https://playeternalreturn.com/posts/news/3374?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,36,Eva,Eva,伊娃,W,1036300,EvaActive2,Phase Vortex,Damage: 40 | Damage: 70 | Damage: 100 | Damage: 130 | Damage: 160 | Extra Damage: 40 | Extra Damage: 70 | Extra Damage: 100 | Extra Damage: 130 | Extra Damage: 160,(+45% Skill Amp) | (+40% Skill Amp),"Eva forms a Phase Vortex in the targeted location, dealing 40(+45% Skill Amp) skill damage |  The vortex collapses after 1 seconds, dealing 40(+40% Skill Amp) skill damage and launching enemies in the middle airborne for 1 second",https://eternalreturn.fandom.com/wiki/Eva,2026-02-05T18:29:10Z,3,2026-05-13T08:00:00.000000Z,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",https://playeternalreturn.com/posts/news/3572?hl=en-US,60/ 90/120/150/180 (+Attack Power90%),[2026-05-13T08:00:00.000000Z] Quantum Entanglement(W) Damage 60/85/110/135/160(+Attack Power90%) → 60/ 90/120/150/180 (+Attack Power90%) <https://playeternalreturn.com/posts/news/3572?hl=en-US> || [2026-03-18T08:00:00.000000Z] Phase Vortex(W) 1st Hit Damage 40/70/100/130/160(+Skill Amplification 45%) → 40/70/100/130/160 (+Skill Amplification 40%) <https://playeternalreturn.com/posts/news/3444?hl=en-US> || [2026-02-13T13:00:00.000000Z] Quantum Entanglement(W) Shield 20/40/60/80/100(+Attack Power100%) → 50/70/90/110/130 (+Attack Power100%) <https://playeternalreturn.com/posts/news/3374?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,37,Daniel,Daniel,丹尼尔,E,1037400,DanielActive3,Shadow Glide,Damage: 20 | Damage: 40 | Damage: 60 | Damage: 80 | Damage: 100,(+30% Attack Power)," His next basic attack within 3 seconds has 3m range and teleports him to the opposite side of his target, dealing 20(+30% Attack Power) additional skill damage",https://eternalreturn.fandom.com/wiki/Daniel,2026-01-26T14:23:05Z,1,2026-05-13T08:00:00.000000Z,"[Edited] PATCH NOTES 11.2 - MAY 14TH, 2026",https://playeternalreturn.com/posts/news/3572?hl=en-US,20/40/60/80/100 (+Extra Attack Power 60%),[2026-05-13T08:00:00.000000Z] Shadow Glide(E) Damage 20/40/60/80/100(+Extra Attack Power 55%) → 20/40/60/80/100 (+Extra Attack Power 60%) <https://playeternalreturn.com/posts/news/3572?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,37,Daniel,Daniel,丹尼尔,Q,1037200,DanielActive1,Dusk Shears,Damage: 30 | Damage: 40 | Damage: 50 | Damage: 60 | Damage: 70 | Enhanced damage: 40 | Enhanced damage: 60 | Enhanced damage: 80 | Enhanced damage: 100 | Enhanced damage: 120,(+110% Attack Power) | (+130% Attack Power),"Daniel manifests ghastly scissors in the targeted location, dealing 30(+110% Attack Power) skill damage |  Hitting an enemy with the middle of the blades deals 40(+130% Attack Power) skill damage, slowing enemies by 30% for 1",https://eternalreturn.fandom.com/wiki/Daniel,2026-01-26T14:23:05Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,37,Daniel,Daniel,丹尼尔,R,1037510,DanielActive4_1,Masterpiece,Damage Over Time: 10 | Damage Over Time: 30 | Damage Over Time: 50 | Final Damage: 40 | Final Damage: 105 | Final Damage: 170,(+25% Attack Power) | (+90% Attack Power),"If Daniel deals damage to an enemy, he can become their shadow within 4 seconds for up to 2 seconds, silencing them for 0 |  While Daniel is shadowing his target, he deals 10(+25% Attack Power) skill damage up to 4 times |  Upon reaching the max duration or reactivating the skill, Daniel completes his masterpiece and leaves them behind in the targeted direction, dealing 40(+90% Attack Power) skill damage",https://eternalreturn.fandom.com/wiki/Daniel,2026-01-26T14:23:05Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,37,Daniel,Daniel,丹尼尔,R,1037520,DanielActive4_2,Masterpiece,Damage Over Time: 10 | Damage Over Time: 30 | Damage Over Time: 50 | Final Damage: 40 | Final Damage: 105 | Final Damage: 170,(+25% Attack Power) | (+90% Attack Power),"If Daniel deals damage to an enemy, he can become their shadow within 4 seconds for up to 2 seconds, silencing them for 0 |  While Daniel is shadowing his target, he deals 10(+25% Attack Power) skill damage up to 4 times |  Upon reaching the max duration or reactivating the skill, Daniel completes his masterpiece and leaves them behind in the targeted direction, dealing 40(+90% Attack Power) skill damage",https://eternalreturn.fandom.com/wiki/Daniel,2026-01-26T14:23:05Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,37,Daniel,Daniel,丹尼尔,W,1037300,DanielActive2,Inspiration,Damage accumulated (%): 13% | Damage accumulated (%): 16% | Damage accumulated (%): 19% | Damage accumulated (%): 22% | Damage accumulated (%): 25% | Damage: 20 | Damage: 40 | Damage: 60 | Damage: 80 | Damage: 100,(+50% Attack Power)," The Growing Inspiration mark reduces the target's vision range to 2m until damaged by Daniel and stores 13% of Daniel's damage dealt to the target over 4 seconds | 5s, the mark explodes, dealing true damage and an additional 20(+50% Attack Power) skill damage as much as the damage",https://eternalreturn.fandom.com/wiki/Daniel,2026-01-26T14:23:05Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,38,Jenny,Jenny,珍妮,E,1038400,JennyActive3BlackTea,Persona,Extra Damage: 60 | Extra Damage: 90 | Extra Damage: 120 | Extra Damage: 150 | Extra Damage: 180,(+58% Skill Amp), Jenny deals an additional 60(+58% Skill Amp) skill damage every 3 basic attacks or after activating Persona,https://eternalreturn.fandom.com/wiki/Jenny,2025-06-25T19:52:04Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,38,Jenny,Jenny,珍妮,Q,1038200,JennyActive1,Spotlight,Damage: 70 | Damage: 80 | Damage: 90 | Damage: 100 | Damage: 110,(+40% Skill Amp),"Jenny shines a spotlight in the targeted location 3 times, dealing 70(+40% Skill Amp) skill damage",https://eternalreturn.fandom.com/wiki/Jenny,2025-06-25T19:52:04Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,38,Jenny,Jenny,珍妮,R,1038500,JennyActive4,Acceptance Speech,Damage: 100 | Damage: 200 | Damage: 300,(+70% Skill Amp)," The stage implodes after 2 seconds, dealing 100(+70% Skill Amp) skill damage and charming enemies inside for 0",https://eternalreturn.fandom.com/wiki/Jenny,2025-06-25T19:52:04Z,1,2026-03-18T08:00:00.000000Z,"PATCH NOTES 10.5 - March 19TH, 2026",https://playeternalreturn.com/posts/news/3444?hl=en-US,150/240/330 (+Skill Amplification 70%),[2026-03-18T08:00:00.000000Z] Acceptance Speech(R) Damage 100/200/300(+Skill Amplification 70%) → 150/240/330 (+Skill Amplification 70%) <https://playeternalreturn.com/posts/news/3444?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,38,Jenny,Jenny,珍妮,W,1038300,JennyActive2BlackTea_1,Red Carpet,Damage: 30 | Damage: 55 | Damage: 80 | Damage: 105 | Damage: 130 | Reactivation Damage: 30 | Reactivation Damage: 55 | Reactivation Damage: 80 | Reactivation Damage: 105 | Reactivation Damage: 130,(+40% Skill Amp),"Jenny rolls out the red carpet in the targeted direction, dealing 30(+40% Skill Amp) skill damage and slowing enemies by 30% for 0 |  Reactivate Red Carpet to deal 30(+40% Skill Amp) skill damage to all enemies on the carpet",https://eternalreturn.fandom.com/wiki/Jenny,2025-06-25T19:52:04Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,38,Jenny,Jenny,珍妮,W,1038310,JennyActive2BlackTea_2,Red Carpet,Damage: 30 | Damage: 55 | Damage: 80 | Damage: 105 | Damage: 130 | Reactivation Damage: 30 | Reactivation Damage: 55 | Reactivation Damage: 80 | Reactivation Damage: 105 | Reactivation Damage: 130,(+40% Skill Amp),"Jenny rolls out the red carpet in the targeted direction, dealing 30(+40% Skill Amp) skill damage and slowing enemies by 30% for 0 |  Reactivate Red Carpet to deal 30(+40% Skill Amp) skill damage to all enemies on the carpet",https://eternalreturn.fandom.com/wiki/Jenny,2025-06-25T19:52:04Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,39,Camilo,Camilo,卡米洛,E,1039400,CamiloActive3,Al Compás,One Step Damage: 30 | One Step Damage: 45 | One Step Damage: 60 | One Step Damage: 75 | One Step Damage: 90 | Two Step Damage: 30 | Two Step Damage: 45 | Two Step Damage: 60 | Two Step Damage: 75 | Two Step Damage: 90,(+20% Attack Power),"Camilo quickly steps to his target, dealing 30(+20% Attack Power) skill damage |  Camilo can recast Al Compás within 7 seconds to dash to the target again, dealing 30(+20% Attack Power) skill damage, knocking them back, and applying Two Step for 9 seconds while gracefully stepping away",https://eternalreturn.fandom.com/wiki/Camilo,2025-06-25T19:40:12Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,39,Camilo,Camilo,卡米洛,P,1039100,None,Olé!,"Description Damage: Damaging an enemy grants Camilo a shield absorbing 50(+70% Attack Power) damage, and increases his attack speed by 15% for 3s",(+70% Attack Power),"Damaging an enemy grants Camilo a shield absorbing 50(+70% Attack Power) damage, and increases his attack speed by 15% for 3s",https://eternalreturn.fandom.com/wiki/Camilo,2025-06-25T19:40:12Z,1,2025-12-10T08:00:00.000000Z,"[Edited] PATCH NOTES 9.5 - DECEMBER 11TH, 2025",https://playeternalreturn.com/posts/news/3209?hl=en-US,50/100/150 (+Attack Power 80%),[2025-12-10T08:00:00.000000Z] Olé!(P) Shield 50/100/150(+Attack Power 70%) → 50/100/150 (+Attack Power 80%) <https://playeternalreturn.com/posts/news/3209?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,39,Camilo,Camilo,卡米洛,Q,1039200,CamiloActive1_1,Vuelta,Damage: 10 | Damage: 30 | Damage: 50 | Damage: 70 | Damage: 90 | Initial Damage: 20 | Initial Damage: 40 | Initial Damage: 60 | Initial Damage: 80 | Initial Damage: 100 | Second Damage: 30 | Second Damage: 60 | Second Damage: 90 | Second Damage: 120 | Second Damage: 150,(+75% Attack Power) | (+80% Attack Power) | (+90% Attack Power) | (+50% Attack Power),"Camilo sweeps the area in front of him with his swords, dealing 10(+75% Attack Power) * (Basic Attack Amp) basic attack damage |  Upon reaching 2 stacks, Camilo can use Enhanced Vuelta, causing him to spin twice, dealing 20(+80% Attack Power) * (Basic Attack Amp) and 30(+90% Attack Power) * (Basic Attack Amp) basic attack damage around him, pulling nearby enemies inward, and healing himself for 20(+50% Attack Power) | 5 seconds) When using Vuelta during Al Compás’s initial dash, Camilo damages enemies in a circle around him and gains Paso effects from hitting enemies with the edge",https://eternalreturn.fandom.com/wiki/Camilo,2025-06-25T19:40:12Z,1,2026-02-04T08:00:00.000000Z,"[Edited] PATCH NOTES 10.2 - February 5TH, 2026",https://playeternalreturn.com/posts/news/3340?hl=en-US,30/60/90/120/150 (+Attack Power 80%) *(Basic Attack Amplification),[2026-02-04T08:00:00.000000Z] Vuelta(Q) Enhanced 2nd Hit Damage 30/60/90/120/150(+Attack Power 90%)*(Basic Attack Amplification) → 30/60/90/120/150 (+Attack Power 80%) *(Basic Attack Amplification) <https://playeternalreturn.com/posts/news/3340?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,39,Camilo,Camilo,卡米洛,Q,1039210,CamiloActive1_2,Vuelta,Damage: 10 | Damage: 30 | Damage: 50 | Damage: 70 | Damage: 90 | Initial Damage: 20 | Initial Damage: 40 | Initial Damage: 60 | Initial Damage: 80 | Initial Damage: 100 | Second Damage: 30 | Second Damage: 60 | Second Damage: 90 | Second Damage: 120 | Second Damage: 150,(+75% Attack Power) | (+80% Attack Power) | (+90% Attack Power) | (+50% Attack Power),"Camilo sweeps the area in front of him with his swords, dealing 10(+75% Attack Power) * (Basic Attack Amp) basic attack damage |  Upon reaching 2 stacks, Camilo can use Enhanced Vuelta, causing him to spin twice, dealing 20(+80% Attack Power) * (Basic Attack Amp) and 30(+90% Attack Power) * (Basic Attack Amp) basic attack damage around him, pulling nearby enemies inward, and healing himself for 20(+50% Attack Power) | 5 seconds) When using Vuelta during Al Compás’s initial dash, Camilo damages enemies in a circle around him and gains Paso effects from hitting enemies with the edge",https://eternalreturn.fandom.com/wiki/Camilo,2025-06-25T19:40:12Z,1,2026-02-04T08:00:00.000000Z,"[Edited] PATCH NOTES 10.2 - February 5TH, 2026",https://playeternalreturn.com/posts/news/3340?hl=en-US,30/60/90/120/150 (+Attack Power 80%) *(Basic Attack Amplification),[2026-02-04T08:00:00.000000Z] Vuelta(Q) Enhanced 2nd Hit Damage 30/60/90/120/150(+Attack Power 90%)*(Basic Attack Amplification) → 30/60/90/120/150 (+Attack Power 80%) *(Basic Attack Amplification) <https://playeternalreturn.com/posts/news/3340?hl=en-US>,"Use wiki formula structure, then review newer official patch candidate(s) for numeric override."
2026-05-21T23:49:54.024Z,39,Camilo,Camilo,卡米洛,R,1039500,CamiloActive4_1,Duende,Embeleso 1st Stack Damage: 100 | Embeleso 1st Stack Damage: 150 | Embeleso 1st Stack Damage: 200 | Embeleso 2nd Stack Damage: 200 | Embeleso 2nd Stack Damage: 300 | Embeleso 2nd Stack Damage: 400 | Damage Taken Reduction (%): 30 | Damage Taken Reduction (%): 35 | Damage Taken Reduction (%): 40,(+50% Attack Power) | (+100% Attack Power)," While twirling, Camilo is immune to crowd control and takes 30% reduced damage |  Upon returning, Camilo deals 100(+50% Attack Power) skill damage to enemies hit once |  Hitting an enemy twice deals 200(+100% Attack Power) skill damage and stuns them for 0",https://eternalreturn.fandom.com/wiki/Camilo,2025-06-25T19:40:12Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,39,Camilo,Camilo,卡米洛,W,1039300,CamiloActive2,Cierre,Damage: 5 | Damage: 15 | Damage: 25 | Damage: 35 | Damage: 45,(+20% Attack Power),"Camilo elegantly dashes forward with his swords, dealing 5(+20% Attack Power) * (Basic Attack Amp) basic attack damage up to 4 times",https://eternalreturn.fandom.com/wiki/Camilo,2025-06-25T19:40:12Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,40,Chloe,Chloe,克洛伊,E,1040400,ChloeActive3_1,Seam Ripper,[Chloe] Damage: 40 | [Chloe] Damage: 55 | [Chloe] Damage: 70 | [Chloe] Damage: 85 | [Chloe] Damage: 100 | [Nina] Damage: 50 | [Nina] Damage: 80 | [Nina] Damage: 110 | [Nina] Damage: 140 | [Nina] Damage: 170,(+40% Attack Power) | (+60% Nina Attack Power),"Chloe slides to the targeted direction, dealing 40(+40% Attack Power) skill damage to enemies in her path |  Recast the skill after 1 second to cause Nina to slide towards Chloe's location, dealing 50(+60% Nina Attack Power) skill damage to enemies in her path",https://eternalreturn.fandom.com/wiki/Chloe,2025-09-30T15:14:29Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,40,Chloe,Chloe,克洛伊,E,1040410,ChloeActive3_2,Seam Ripper,[Chloe] Damage: 40 | [Chloe] Damage: 55 | [Chloe] Damage: 70 | [Chloe] Damage: 85 | [Chloe] Damage: 100 | [Nina] Damage: 50 | [Nina] Damage: 80 | [Nina] Damage: 110 | [Nina] Damage: 140 | [Nina] Damage: 170,(+40% Attack Power) | (+60% Nina Attack Power),"Chloe slides to the targeted direction, dealing 40(+40% Attack Power) skill damage to enemies in her path |  Recast the skill after 1 second to cause Nina to slide towards Chloe's location, dealing 50(+60% Nina Attack Power) skill damage to enemies in her path",https://eternalreturn.fandom.com/wiki/Chloe,2025-09-30T15:14:29Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,40,Chloe,Chloe,克洛伊,P,1040100,None,Living Marionette,[Nina] Enhanced Attack Damage: 20 | [Nina] Enhanced Attack Damage: 50 | [Nina] Enhanced Attack Damage: 80,(+50% Nina Attack Power), Hitting an enemy by 2 or more of Chloe’s basic attacks causes Nina's next attack to deal 20(+50% Nina Attack Power) extra skill damage to the target,https://eternalreturn.fandom.com/wiki/Chloe,2025-09-30T15:14:29Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,40,Chloe,Chloe,克洛伊,Q,1040200,ChloeActive1,Nina on Command,[Nina] Damage: 70 | [Nina] Damage: 90 | [Nina] Damage: 110 | [Nina] Damage: 130 | [Nina] Damage: 150,(+75% Nina Attack Power),"Following Chloe's command, Nina attacks with her sharp legs, dealing 70(+75% Nina Attack Power) skill damage and slowing enemies by 10% for 1",https://eternalreturn.fandom.com/wiki/Chloe,2025-09-30T15:14:29Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
2026-05-21T23:49:54.024Z,40,Chloe,Chloe,克洛伊,R,1040500,ChloeActive4,Soul Link,Soul Link Chain Damage: 30 | Soul Link Chain Damage: 60 | Soul Link Chain Damage: 90,," The Soul Link chain deals 30 - 75 true damage to enemies touching it |  Lifelink: If Chloe or Nina are damaged while linked, they take 70% of the damage and the linked partner takes 60% of the damage",https://eternalreturn.fandom.com/wiki/Chloe,2025-09-30T15:14:29Z,0,,,,,,Use wiki current snapshot; no newer same-slot official patch candidate was found.
